hf_index,nodes,edges,temporal_edges,similarity_edges,similarity_edges_per_node,segmentation_mode
4018,12,74,22,52,4.333333333333333,beat_2
4019,12,70,22,48,4.0,beat_2
4020,10,58,18,40,4.0,beat_2
4021,10,62,18,44,4.4,beat_2
4022,8,44,14,30,3.75,beat_2
4023,9,52,16,36,4.0,beat_2
4024,11,70,20,50,4.545454545454546,beat_2
4025,10,60,18,42,4.2,beat_2
4026,8,44,14,30,3.75,beat_2
4027,11,66,20,46,4.181818181818182,beat_2
4028,9,52,16,36,4.0,beat_2
4029,10,60,18,42,4.2,beat_2
4030,10,60,18,42,4.2,beat_2
4031,11,66,20,46,4.181818181818182,beat_2
4032,8,44,14,30,3.75,beat_2
4033,7,38,12,26,3.7142857142857144,beat_2
4034,15,96,28,68,4.533333333333333,beat_2
4035,9,52,16,36,4.0,beat_2
4036,13,84,24,60,4.615384615384615,beat_2
4037,6,30,10,20,3.3333333333333335,beat_2
4038,15,98,28,70,4.666666666666667,beat_2
4039,6,30,10,20,3.3333333333333335,beat_2
4040,10,60,18,42,4.2,beat_2
4041,10,56,18,38,3.8,beat_2
4042,10,58,18,40,4.0,beat_2
4043,10,58,18,40,4.0,beat_2
4044,10,58,18,40,4.0,fixed_1s
4045,8,44,14,30,3.75,beat_2
4046,11,68,20,48,4.363636363636363,beat_2
4047,12,70,22,48,4.0,beat_2
4048,10,58,18,40,4.0,beat_2
4049,9,50,16,34,3.7777777777777777,beat_2
4050,8,42,14,28,3.5,beat_2
4051,10,56,18,38,3.8,beat_2
4052,11,64,20,44,4.0,beat_2
4053,8,46,14,32,4.0,beat_2
4054,13,74,24,50,3.8461538461538463,beat_2
4055,10,60,18,42,4.2,beat_2
4056,10,58,18,40,4.0,fixed_1s
4057,8,40,14,26,3.25,beat_2
4058,7,38,12,26,3.7142857142857144,beat_2
4059,14,84,26,58,4.142857142857143,beat_2
4060,10,54,18,36,3.6,beat_2
4061,7,38,12,26,3.7142857142857144,beat_2
4062,10,54,18,36,3.6,beat_2
4063,13,78,24,54,4.153846153846154,beat_2
4064,11,66,20,46,4.181818181818182,beat_2
4065,8,46,14,32,4.0,beat_2
4066,11,68,20,48,4.363636363636363,beat_2
4067,14,82,26,56,4.0,beat_2
4068,12,72,22,50,4.166666666666667,beat_2
4069,8,46,14,32,4.0,beat_2
4070,13,76,24,52,4.0,beat_2
4071,12,74,22,52,4.333333333333333,beat_2
4072,10,60,18,42,4.2,beat_2
4073,9,52,16,36,4.0,beat_2
4074,5,20,8,12,2.4,beat_2
4075,7,38,12,26,3.7142857142857144,beat_2
4076,10,60,18,42,4.2,beat_2
4077,8,44,14,30,3.75,beat_2
4078,10,60,18,42,4.2,beat_2
4079,8,42,14,28,3.5,beat_2
4080,11,66,20,46,4.181818181818182,beat_2
4081,10,64,18,46,4.6,beat_2
4082,8,46,14,32,4.0,beat_2
4083,11,68,20,48,4.363636363636363,beat_2
4084,9,54,16,38,4.222222222222222,beat_2
4085,13,80,24,56,4.3076923076923075,beat_2
4086,7,40,12,28,4.0,beat_2
4087,9,50,16,34,3.7777777777777777,beat_2
4088,9,50,16,34,3.7777777777777777,beat_2
4089,11,70,20,50,4.545454545454546,beat_2
4090,7,36,12,24,3.4285714285714284,beat_2
4091,12,74,22,52,4.333333333333333,beat_2
4092,10,58,18,40,4.0,beat_2
4093,9,50,16,34,3.7777777777777777,beat_2
4094,11,68,20,48,4.363636363636363,beat_2
4095,10,58,18,40,4.0,beat_2
4096,11,64,20,44,4.0,beat_2
4097,9,54,16,38,4.222222222222222,beat_2
4098,7,38,12,26,3.7142857142857144,beat_2
4099,13,76,24,52,4.0,beat_2
4100,9,52,16,36,4.0,beat_2
4101,11,66,20,46,4.181818181818182,beat_2
4102,11,68,20,48,4.363636363636363,beat_2
4103,12,66,22,44,3.6666666666666665,beat_2
4104,10,60,18,42,4.2,beat_2
4105,12,78,22,56,4.666666666666667,beat_2
4106,8,42,14,28,3.5,beat_2
4107,9,52,16,36,4.0,beat_2
4108,11,70,20,50,4.545454545454546,beat_2
4109,7,36,12,24,3.4285714285714284,beat_2
4110,10,58,18,40,4.0,beat_2
4111,13,72,24,48,3.6923076923076925,beat_2
4112,10,52,18,34,3.4,beat_2
4113,7,38,12,26,3.7142857142857144,beat_2
4114,11,62,20,42,3.8181818181818183,beat_2
4115,7,36,12,24,3.4285714285714284,beat_2
4116,10,60,18,42,4.2,beat_2
4117,8,44,14,30,3.75,beat_2
4118,13,72,24,48,3.6923076923076925,beat_2
4119,7,36,12,24,3.4285714285714284,beat_2
4120,10,58,18,40,4.0,beat_2
4121,12,68,22,46,3.8333333333333335,beat_2
4122,10,62,18,44,4.4,beat_2
4123,10,58,18,40,4.0,beat_2
4124,9,52,16,36,4.0,beat_2
4125,13,82,24,58,4.461538461538462,beat_2
4126,12,72,22,50,4.166666666666667,beat_2
4127,11,64,20,44,4.0,beat_2
4128,10,60,18,42,4.2,beat_2
4129,5,20,8,12,2.4,beat_2
4130,14,80,26,54,3.857142857142857,beat_2
4131,9,50,16,34,3.7777777777777777,beat_2
4132,8,46,14,32,4.0,beat_2
4133,5,20,8,12,2.4,beat_2
4134,7,38,12,26,3.7142857142857144,beat_2
4135,11,58,20,38,3.4545454545454546,beat_2
4136,10,62,18,44,4.4,beat_2
4137,10,56,18,38,3.8,fixed_1s
4138,8,46,14,32,4.0,beat_2
4139,8,44,14,30,3.75,beat_2
4140,7,40,12,28,4.0,beat_2
4141,7,38,12,26,3.7142857142857144,beat_2
4142,10,60,18,42,4.2,beat_2
4143,10,56,18,38,3.8,beat_2
4144,8,44,14,30,3.75,beat_2
4145,9,52,16,36,4.0,beat_2
4146,9,52,16,36,4.0,beat_2
4147,11,64,20,44,4.0,beat_2
4148,9,52,16,36,4.0,beat_2
4149,8,44,14,30,3.75,beat_2
4150,5,20,8,12,2.4,beat_2
4151,7,38,12,26,3.7142857142857144,beat_2
4152,8,46,14,32,4.0,beat_2
4153,12,74,22,52,4.333333333333333,beat_2
4154,10,58,18,40,4.0,beat_2
4155,10,62,18,44,4.4,fixed_1s
4156,10,62,18,44,4.4,beat_2
4157,9,52,16,36,4.0,beat_2
4158,7,38,12,26,3.7142857142857144,beat_2
4159,12,70,22,48,4.0,beat_2
4160,10,58,18,40,4.0,beat_2
4161,8,44,14,30,3.75,beat_2
4162,5,20,8,12,2.4,beat_2
4163,10,60,18,42,4.2,beat_2
4164,7,38,12,26,3.7142857142857144,beat_2
4165,6,30,10,20,3.3333333333333335,beat_2
4166,10,62,18,44,4.4,beat_2
4167,5,20,8,12,2.4,beat_2
4168,9,50,16,34,3.7777777777777777,beat_2
4169,10,58,18,40,4.0,beat_2
4170,6,28,10,18,3.0,beat_2
4171,8,44,14,30,3.75,beat_2
4172,10,58,18,40,4.0,fixed_1s
4173,8,42,14,28,3.5,beat_2
4174,10,62,18,44,4.4,beat_2
4175,5,20,8,12,2.4,beat_2
4176,6,30,10,20,3.3333333333333335,beat_2
4177,7,38,12,26,3.7142857142857144,beat_2
4178,12,66,22,44,3.6666666666666665,beat_2
4179,11,68,20,48,4.363636363636363,beat_2
4180,10,56,18,38,3.8,fixed_1s
4181,14,90,26,64,4.571428571428571,beat_2
4182,10,56,18,38,3.8,fixed_1s
4183,11,70,20,50,4.545454545454546,beat_2
4184,8,46,14,32,4.0,beat_2
4185,13,76,24,52,4.0,beat_2
4186,10,60,18,42,4.2,beat_2
4187,8,44,14,30,3.75,beat_2
4188,7,40,12,28,4.0,beat_2
4189,8,44,14,30,3.75,beat_2
4190,9,52,16,36,4.0,beat_2
4191,10,52,18,34,3.4,beat_2
4192,10,58,18,40,4.0,fixed_1s
4193,10,60,18,42,4.2,beat_2
4194,15,86,28,58,3.8666666666666667,beat_2
4195,7,38,12,26,3.7142857142857144,beat_2
4196,8,42,14,28,3.5,beat_2
4197,11,62,20,42,3.8181818181818183,beat_2
4198,10,62,18,44,4.4,beat_2
4199,7,38,12,26,3.7142857142857144,beat_2
4200,9,46,16,30,3.3333333333333335,beat_2
4201,7,36,12,24,3.4285714285714284,beat_2
4202,12,66,22,44,3.6666666666666665,beat_2
4203,8,46,14,32,4.0,beat_2
4204,8,44,14,30,3.75,beat_2
4205,13,80,24,56,4.3076923076923075,beat_2
4206,12,74,22,52,4.333333333333333,beat_2
4207,10,56,18,38,3.8,beat_2
4208,12,72,22,50,4.166666666666667,beat_2
4209,7,40,12,28,4.0,beat_2
4210,10,58,18,40,4.0,beat_2
4211,11,62,20,42,3.8181818181818183,beat_2
4212,9,50,16,34,3.7777777777777777,beat_2
4213,8,44,14,30,3.75,beat_2
4214,9,56,16,40,4.444444444444445,beat_2
4215,9,56,16,40,4.444444444444445,beat_2
4216,9,52,16,36,4.0,beat_2
4217,11,64,20,44,4.0,beat_2
4218,7,38,12,26,3.7142857142857144,beat_2
4219,8,44,14,30,3.75,beat_2
4220,13,78,24,54,4.153846153846154,beat_2
4221,8,44,14,30,3.75,beat_2
4222,8,44,14,30,3.75,beat_2
4223,8,44,14,30,3.75,beat_2
4224,10,58,18,40,4.0,beat_2
4225,6,28,10,18,3.0,beat_2
4226,8,46,14,32,4.0,beat_2
4227,9,52,16,36,4.0,beat_2
4228,10,60,18,42,4.2,beat_2
4229,13,76,24,52,4.0,beat_2
4230,8,44,14,30,3.75,beat_2
4231,13,78,24,54,4.153846153846154,beat_2
4232,10,64,18,46,4.6,beat_2
4233,17,102,32,70,4.117647058823529,beat_2
4234,10,56,18,38,3.8,beat_2
4235,10,62,18,44,4.4,beat_2
4236,6,30,10,20,3.3333333333333335,beat_2
4237,9,52,16,36,4.0,beat_2
4238,9,54,16,38,4.222222222222222,beat_2
4239,9,50,16,34,3.7777777777777777,beat_2
4240,10,58,18,40,4.0,beat_2
4241,10,56,18,38,3.8,beat_2
4242,10,60,18,42,4.2,beat_2
4243,8,46,14,32,4.0,beat_2
4244,6,30,10,20,3.3333333333333335,beat_2
4245,10,60,18,42,4.2,beat_2
4246,9,52,16,36,4.0,beat_2
4247,10,62,18,44,4.4,beat_2
4248,9,54,16,38,4.222222222222222,beat_2
4249,10,56,18,38,3.8,beat_2
4250,8,44,14,30,3.75,beat_2
4251,6,30,10,20,3.3333333333333335,beat_2
4252,10,64,18,46,4.6,fixed_1s
4253,10,58,18,40,4.0,beat_2
4254,10,60,18,42,4.2,beat_2
4255,11,68,20,48,4.363636363636363,beat_2
4256,9,50,16,34,3.7777777777777777,beat_2
4257,9,50,16,34,3.7777777777777777,beat_2
4258,7,38,12,26,3.7142857142857144,beat_2
4259,9,52,16,36,4.0,beat_2
4260,15,100,28,72,4.8,beat_2
4261,11,60,20,40,3.6363636363636362,beat_2
4262,13,72,24,48,3.6923076923076925,beat_2
4263,11,68,20,48,4.363636363636363,beat_2
4264,10,54,18,36,3.6,beat_2
4265,8,46,14,32,4.0,beat_2
4266,10,56,18,38,3.8,beat_2
4267,10,62,18,44,4.4,beat_2
4268,6,30,10,20,3.3333333333333335,beat_2
4269,11,66,20,46,4.181818181818182,beat_2
4270,11,68,20,48,4.363636363636363,beat_2
4271,11,66,20,46,4.181818181818182,beat_2
4272,9,50,16,34,3.7777777777777777,beat_2
4273,8,46,14,32,4.0,beat_2
4274,15,96,28,68,4.533333333333333,beat_2
4275,8,46,14,32,4.0,beat_2
4276,7,38,12,26,3.7142857142857144,beat_2
4277,10,58,18,40,4.0,fixed_1s
4278,11,66,20,46,4.181818181818182,beat_2
4279,9,52,16,36,4.0,beat_2
4280,11,66,20,46,4.181818181818182,beat_2
4281,7,38,12,26,3.7142857142857144,beat_2
4282,12,70,22,48,4.0,beat_2
4283,10,60,18,42,4.2,beat_2
4284,8,46,14,32,4.0,beat_2
4285,8,46,14,32,4.0,beat_2
4286,9,52,16,36,4.0,beat_2
4287,11,64,20,44,4.0,beat_2
4288,11,66,20,46,4.181818181818182,beat_2
4289,12,64,22,42,3.5,beat_2
4290,9,50,16,34,3.7777777777777777,beat_2
4291,8,42,14,28,3.5,beat_2
4292,10,60,18,42,4.2,fixed_1s
4293,13,80,24,56,4.3076923076923075,beat_2
4294,11,62,20,42,3.8181818181818183,beat_2
4295,10,64,18,46,4.6,beat_2
4296,7,38,12,26,3.7142857142857144,beat_2
4297,9,54,16,38,4.222222222222222,beat_2
4298,13,72,24,48,3.6923076923076925,beat_2
4299,14,82,26,56,4.0,beat_2
4300,10,62,18,44,4.4,fixed_1s
4301,14,90,26,64,4.571428571428571,beat_2
4302,7,36,12,24,3.4285714285714284,beat_2
4303,9,52,16,36,4.0,beat_2
4304,7,38,12,26,3.7142857142857144,beat_2
4305,11,66,20,46,4.181818181818182,beat_2
4306,12,70,22,48,4.0,beat_2
4307,13,74,24,50,3.8461538461538463,beat_2
4308,6,28,10,18,3.0,beat_2
4309,6,30,10,20,3.3333333333333335,beat_2
4310,10,62,18,44,4.4,beat_2
4311,10,60,18,42,4.2,beat_2
4312,9,50,16,34,3.7777777777777777,beat_2
4313,9,52,16,36,4.0,beat_2
4314,6,30,10,20,3.3333333333333335,beat_2
4315,6,30,10,20,3.3333333333333335,beat_2
4316,10,60,18,42,4.2,beat_2
4317,9,50,16,34,3.7777777777777777,beat_2
4318,10,56,18,38,3.8,beat_2
4319,10,58,18,40,4.0,beat_2
4320,11,64,20,44,4.0,beat_2
4321,8,44,14,30,3.75,beat_2
4322,14,90,26,64,4.571428571428571,beat_2
4323,8,44,14,30,3.75,beat_2
4324,10,62,18,44,4.4,beat_2
4325,10,60,18,42,4.2,beat_2
4326,10,62,18,44,4.4,beat_2
4327,8,42,14,28,3.5,beat_2
4328,17,98,32,66,3.8823529411764706,beat_2
4329,8,48,14,34,4.25,beat_2
4330,11,70,20,50,4.545454545454546,beat_2
4331,7,38,12,26,3.7142857142857144,beat_2
4332,9,50,16,34,3.7777777777777777,beat_2
4333,12,66,22,44,3.6666666666666665,beat_2
4334,10,58,18,40,4.0,beat_2
4335,9,54,16,38,4.222222222222222,beat_2
4336,8,42,14,28,3.5,beat_2
4337,8,46,14,32,4.0,beat_2
4338,9,50,16,34,3.7777777777777777,beat_2
4339,9,48,16,32,3.5555555555555554,beat_2
4340,12,70,22,48,4.0,beat_2
4341,8,44,14,30,3.75,beat_2
4342,11,66,20,46,4.181818181818182,beat_2
4343,8,48,14,34,4.25,beat_2
4344,8,46,14,32,4.0,beat_2
4345,8,46,14,32,4.0,beat_2
4346,9,50,16,34,3.7777777777777777,beat_2
4347,12,70,22,48,4.0,beat_2
4348,11,66,20,46,4.181818181818182,beat_2
4349,9,50,16,34,3.7777777777777777,beat_2
4350,8,44,14,30,3.75,beat_2
4351,9,52,16,36,4.0,beat_2
4352,15,90,28,62,4.133333333333334,beat_2
4353,11,66,20,46,4.181818181818182,beat_2
4354,13,70,24,46,3.5384615384615383,beat_2
4355,9,54,16,38,4.222222222222222,beat_2
4356,8,44,14,30,3.75,beat_2
4357,7,38,12,26,3.7142857142857144,beat_2
4358,10,54,18,36,3.6,beat_2
4359,10,62,18,44,4.4,beat_2
4360,8,48,14,34,4.25,beat_2
4361,8,46,14,32,4.0,beat_2
4362,12,74,22,52,4.333333333333333,beat_2
4363,12,76,22,54,4.5,beat_2
4364,6,30,10,20,3.3333333333333335,beat_2
4365,7,36,12,24,3.4285714285714284,beat_2
4366,7,38,12,26,3.7142857142857144,beat_2
4367,9,50,16,34,3.7777777777777777,beat_2
4368,5,20,8,12,2.4,beat_2
4369,8,46,14,32,4.0,beat_2
4370,11,68,20,48,4.363636363636363,beat_2
4371,11,62,20,42,3.8181818181818183,beat_2
4372,10,60,18,42,4.2,beat_2
4373,10,64,18,46,4.6,beat_2
4374,12,68,22,46,3.8333333333333335,beat_2
4375,7,38,12,26,3.7142857142857144,beat_2
4376,8,46,14,32,4.0,beat_2
4377,10,56,18,38,3.8,beat_2
4378,9,54,16,38,4.222222222222222,beat_2
4379,12,64,22,42,3.5,beat_2
4380,9,50,16,34,3.7777777777777777,beat_2
4381,10,62,18,44,4.4,fixed_1s
4382,5,20,8,12,2.4,beat_2
4383,11,64,20,44,4.0,beat_2
4384,8,46,14,32,4.0,beat_2
4385,12,72,22,50,4.166666666666667,beat_2
4386,10,60,18,42,4.2,beat_2
4387,12,72,22,50,4.166666666666667,beat_2
4388,10,54,18,36,3.6,beat_2
4389,7,38,12,26,3.7142857142857144,beat_2
4390,13,72,24,48,3.6923076923076925,beat_2
4391,6,28,10,18,3.0,beat_2
4392,8,46,14,32,4.0,beat_2
4393,9,50,16,34,3.7777777777777777,beat_2
4394,10,60,18,42,4.2,beat_2
4395,8,46,14,32,4.0,beat_2
4396,10,60,18,42,4.2,beat_2
4397,11,60,20,40,3.6363636363636362,beat_2
4398,14,82,26,56,4.0,beat_2
4399,6,30,10,20,3.3333333333333335,beat_2
4400,12,66,22,44,3.6666666666666665,beat_2
4401,11,70,20,50,4.545454545454546,beat_2
4402,5,20,8,12,2.4,beat_2
4403,8,44,14,30,3.75,beat_2
4404,11,62,20,42,3.8181818181818183,beat_2
4405,13,80,24,56,4.3076923076923075,beat_2
4406,11,60,20,40,3.6363636363636362,beat_2
4407,13,82,24,58,4.461538461538462,beat_2
4408,7,38,12,26,3.7142857142857144,beat_2
4409,11,64,20,44,4.0,beat_2
4410,12,74,22,52,4.333333333333333,beat_2
4411,10,54,18,36,3.6,fixed_1s
4412,10,62,18,44,4.4,fixed_1s
4413,7,38,12,26,3.7142857142857144,beat_2
4414,5,20,8,12,2.4,beat_2
4415,9,52,16,36,4.0,beat_2
4416,5,20,8,12,2.4,beat_2
4417,10,56,18,38,3.8,beat_2
4418,12,72,22,50,4.166666666666667,beat_2
4419,11,70,20,50,4.545454545454546,beat_2
4420,6,30,10,20,3.3333333333333335,beat_2
4421,7,40,12,28,4.0,beat_2
4422,13,78,24,54,4.153846153846154,beat_2
4423,13,78,24,54,4.153846153846154,beat_2
4424,10,60,18,42,4.2,fixed_1s
4425,12,64,22,42,3.5,beat_2
4426,9,52,16,36,4.0,beat_2
4427,9,52,16,36,4.0,beat_2
4428,8,42,14,28,3.5,beat_2
4429,10,60,18,42,4.2,beat_2
4430,8,44,14,30,3.75,beat_2
4431,11,68,20,48,4.363636363636363,beat_2
4432,14,78,26,52,3.7142857142857144,beat_2
4433,5,20,8,12,2.4,beat_2
4434,6,30,10,20,3.3333333333333335,beat_2
4435,12,74,22,52,4.333333333333333,beat_2
4436,11,68,20,48,4.363636363636363,beat_2
4437,9,54,16,38,4.222222222222222,beat_2
4438,11,62,20,42,3.8181818181818183,beat_2
4439,10,62,18,44,4.4,beat_2
4440,12,76,22,54,4.5,beat_2
4441,10,56,18,38,3.8,fixed_1s
4442,11,68,20,48,4.363636363636363,beat_2
4443,9,50,16,34,3.7777777777777777,beat_2
4444,10,62,18,44,4.4,beat_2
4445,10,60,18,42,4.2,beat_2
4446,9,52,16,36,4.0,beat_2
4447,9,50,16,34,3.7777777777777777,beat_2
4448,8,44,14,30,3.75,beat_2
4449,12,74,22,52,4.333333333333333,beat_2
4450,11,68,20,48,4.363636363636363,beat_2
4451,6,30,10,20,3.3333333333333335,beat_2
4452,8,46,14,32,4.0,beat_2
4453,12,68,22,46,3.8333333333333335,beat_2
4454,13,76,24,52,4.0,beat_2
4455,6,30,10,20,3.3333333333333335,beat_2
4456,13,80,24,56,4.3076923076923075,beat_2
4457,12,78,22,56,4.666666666666667,beat_2
4458,8,44,14,30,3.75,beat_2
4459,9,52,16,36,4.0,beat_2
4460,7,36,12,24,3.4285714285714284,beat_2
4461,12,74,22,52,4.333333333333333,beat_2
4462,9,52,16,36,4.0,beat_2
4463,12,74,22,52,4.333333333333333,beat_2
4464,8,44,14,30,3.75,beat_2
4465,10,58,18,40,4.0,beat_2
4466,16,96,30,66,4.125,beat_2
4467,10,58,18,40,4.0,beat_2
4468,10,54,18,36,3.6,fixed_1s
4469,8,46,14,32,4.0,beat_2
4470,8,44,14,30,3.75,beat_2
4471,8,46,14,32,4.0,beat_2
4472,7,40,12,28,4.0,beat_2
4473,8,48,14,34,4.25,beat_2
4474,8,46,14,32,4.0,beat_2
4475,10,62,18,44,4.4,beat_2
4476,14,88,26,62,4.428571428571429,beat_2
4477,11,62,20,42,3.8181818181818183,beat_2
4478,8,44,14,30,3.75,beat_2
4479,11,66,20,46,4.181818181818182,beat_2
4480,13,78,24,54,4.153846153846154,beat_2
4481,11,62,20,42,3.8181818181818183,beat_2
4482,12,72,22,50,4.166666666666667,beat_2
4483,11,62,20,42,3.8181818181818183,beat_2
4484,10,64,18,46,4.6,beat_2
4485,8,48,14,34,4.25,beat_2
4486,10,56,18,38,3.8,beat_2
4487,9,54,16,38,4.222222222222222,beat_2
4488,10,54,18,36,3.6,beat_2
4489,7,40,12,28,4.0,beat_2
4490,10,58,18,40,4.0,beat_2
4491,5,20,8,12,2.4,beat_2
4492,5,20,8,12,2.4,beat_2
4493,8,46,14,32,4.0,beat_2
4494,10,62,18,44,4.4,fixed_1s
4495,10,60,18,42,4.2,beat_2
4496,8,44,14,30,3.75,beat_2
4497,16,94,30,64,4.0,beat_2
4498,7,38,12,26,3.7142857142857144,beat_2
4499,9,54,16,38,4.222222222222222,beat_2
4500,8,46,14,32,4.0,beat_2
4501,10,60,18,42,4.2,beat_2
4502,8,46,14,32,4.0,beat_2
4503,10,56,18,38,3.8,beat_2
4504,11,68,20,48,4.363636363636363,beat_2
4505,9,52,16,36,4.0,beat_2
4506,9,54,16,38,4.222222222222222,beat_2
4507,12,72,22,50,4.166666666666667,beat_2
4508,12,78,22,56,4.666666666666667,beat_2
4509,7,36,12,24,3.4285714285714284,beat_2
4510,9,56,16,40,4.444444444444445,beat_2
4511,8,40,14,26,3.25,beat_2
4512,9,56,16,40,4.444444444444445,beat_2
4513,10,60,18,42,4.2,beat_2
4514,10,58,18,40,4.0,beat_2
4515,8,44,14,30,3.75,beat_2
4516,10,60,18,42,4.2,fixed_1s
4517,5,20,8,12,2.4,beat_2
4518,8,46,14,32,4.0,beat_2
4519,8,44,14,30,3.75,beat_2
4520,8,48,14,34,4.25,beat_2
4521,10,62,18,44,4.4,beat_2
4522,10,60,18,42,4.2,beat_2
4523,9,52,16,36,4.0,beat_2
4524,11,66,20,46,4.181818181818182,beat_2
4525,9,46,16,30,3.3333333333333335,beat_2
4526,14,84,26,58,4.142857142857143,beat_2
4527,5,20,8,12,2.4,beat_2
4528,10,60,18,42,4.2,beat_2
4529,7,38,12,26,3.7142857142857144,beat_2
4530,11,62,20,42,3.8181818181818183,beat_2
4531,10,58,18,40,4.0,fixed_1s
4532,5,20,8,12,2.4,beat_2
4533,5,20,8,12,2.4,beat_2
4534,10,52,18,34,3.4,beat_2
4535,11,66,20,46,4.181818181818182,beat_2
4536,7,36,12,24,3.4285714285714284,beat_2
4537,7,36,12,24,3.4285714285714284,beat_2
4538,12,70,22,48,4.0,beat_2
4539,5,20,8,12,2.4,beat_2
4540,8,46,14,32,4.0,beat_2
4541,6,30,10,20,3.3333333333333335,beat_2
4542,9,52,16,36,4.0,beat_2
4543,14,82,26,56,4.0,beat_2
4544,10,62,18,44,4.4,beat_2
4545,7,38,12,26,3.7142857142857144,beat_2
4546,12,66,22,44,3.6666666666666665,beat_2
4547,10,62,18,44,4.4,fixed_1s
4548,10,58,18,40,4.0,beat_2
4549,8,44,14,30,3.75,beat_2
4550,6,30,10,20,3.3333333333333335,beat_2
4551,9,52,16,36,4.0,beat_2
4552,7,38,12,26,3.7142857142857144,beat_2
4553,7,38,12,26,3.7142857142857144,beat_2
4554,12,74,22,52,4.333333333333333,beat_2
4555,8,48,14,34,4.25,beat_2
4556,10,60,18,42,4.2,beat_2
4557,12,70,22,48,4.0,beat_2
4558,8,46,14,32,4.0,beat_2
4559,8,44,14,30,3.75,beat_2
4560,7,38,12,26,3.7142857142857144,beat_2
4561,8,44,14,30,3.75,beat_2
4562,5,20,8,12,2.4,beat_2
4563,7,38,12,26,3.7142857142857144,beat_2
4564,12,78,22,56,4.666666666666667,beat_2
4565,8,44,14,30,3.75,beat_2
4566,10,60,18,42,4.2,beat_2
4567,10,58,18,40,4.0,fixed_1s
4568,9,52,16,36,4.0,beat_2
4569,14,86,26,60,4.285714285714286,beat_2
4570,5,20,8,12,2.4,beat_2
4571,10,62,18,44,4.4,beat_2
4572,7,38,12,26,3.7142857142857144,beat_2
4573,11,68,20,48,4.363636363636363,beat_2
4574,9,52,16,36,4.0,beat_2
4575,9,52,16,36,4.0,beat_2
4576,7,40,12,28,4.0,beat_2
4577,12,64,22,42,3.5,beat_2
4578,8,46,14,32,4.0,beat_2
4579,8,46,14,32,4.0,beat_2
4580,14,88,26,62,4.428571428571429,beat_2
4581,10,60,18,42,4.2,beat_2
4582,11,66,20,46,4.181818181818182,beat_2
4583,8,46,14,32,4.0,beat_2
4584,11,66,20,46,4.181818181818182,beat_2
4585,12,66,22,44,3.6666666666666665,beat_2
4586,13,82,24,58,4.461538461538462,beat_2
4587,11,64,20,44,4.0,beat_2
4588,11,62,20,42,3.8181818181818183,beat_2
4589,7,38,12,26,3.7142857142857144,beat_2
4590,11,64,20,44,4.0,beat_2
4591,10,58,18,40,4.0,beat_2
4592,9,50,16,34,3.7777777777777777,beat_2
4593,7,40,12,28,4.0,beat_2
4594,6,28,10,18,3.0,beat_2
4595,7,38,12,26,3.7142857142857144,beat_2
4596,16,102,30,72,4.5,beat_2
4597,9,56,16,40,4.444444444444445,beat_2
4598,11,68,20,48,4.363636363636363,beat_2
4599,10,58,18,40,4.0,beat_2
4600,11,66,20,46,4.181818181818182,beat_2
4601,7,38,12,26,3.7142857142857144,beat_2
4602,10,60,18,42,4.2,beat_2
4603,10,58,18,40,4.0,fixed_1s
4604,9,50,16,34,3.7777777777777777,beat_2
4605,8,44,14,30,3.75,beat_2
4606,6,30,10,20,3.3333333333333335,beat_2
4607,6,30,10,20,3.3333333333333335,beat_2
4608,9,52,16,36,4.0,beat_2
4609,11,70,20,50,4.545454545454546,beat_2
4610,8,42,14,28,3.5,beat_2
4611,14,80,26,54,3.857142857142857,beat_2
4612,6,30,10,20,3.3333333333333335,beat_2
4613,7,40,12,28,4.0,beat_2
4614,6,30,10,20,3.3333333333333335,beat_2
4615,14,78,26,52,3.7142857142857144,beat_2
4616,8,42,14,28,3.5,beat_2
4617,9,52,16,36,4.0,beat_2
4618,10,60,18,42,4.2,beat_2
4619,8,44,14,30,3.75,beat_2
4620,7,38,12,26,3.7142857142857144,beat_2
4621,9,48,16,32,3.5555555555555554,beat_2
4622,11,68,20,48,4.363636363636363,beat_2
4623,14,76,26,50,3.5714285714285716,beat_2
4624,6,30,10,20,3.3333333333333335,beat_2
4625,9,54,16,38,4.222222222222222,beat_2
4626,10,60,18,42,4.2,beat_2
4627,7,36,12,24,3.4285714285714284,beat_2
4628,8,44,14,30,3.75,beat_2
4629,10,58,18,40,4.0,beat_2
4630,11,68,20,48,4.363636363636363,beat_2
4631,8,44,14,30,3.75,beat_2
4632,11,60,20,40,3.6363636363636362,beat_2
4633,14,84,26,58,4.142857142857143,beat_2
4634,9,52,16,36,4.0,beat_2
4635,10,58,18,40,4.0,beat_2
4636,7,36,12,24,3.4285714285714284,beat_2
4637,11,70,20,50,4.545454545454546,beat_2
4638,10,54,18,36,3.6,beat_2
4639,13,74,24,50,3.8461538461538463,beat_2
4640,9,50,16,34,3.7777777777777777,beat_2
4641,10,56,18,38,3.8,beat_2
4642,11,68,20,48,4.363636363636363,beat_2
4643,8,46,14,32,4.0,beat_2
4644,13,80,24,56,4.3076923076923075,beat_2
4645,12,76,22,54,4.5,beat_2
4646,11,66,20,46,4.181818181818182,beat_2
4647,7,40,12,28,4.0,beat_2
4648,9,52,16,36,4.0,beat_2
4649,9,50,16,34,3.7777777777777777,beat_2
4650,8,42,14,28,3.5,beat_2
